Municipality,Longitude,Latitude
Beacon Hill South,-75.59,45.44
Beaconia,-96.55,50.44
Beaconsfield,-67.58,46.045
Beadle,-109.0,51.46
Beales Mills,-75.97,44.57
Bealton,-80.22,42.99
Bear Bay 8,-124.95,50.83
Bear Cave,-79.6,45.31
Bear Cove,-63.54,44.53
Bear Creek,-108.94,56.29
Bear Island,-67.02,45.92
Bear Island 1,-80.07,46.98
Bear Lake (Fort Connelly) 4,-126.86,56.19
Bear Lake (Tsaytut Bay) 1B,-126.79,56.1
Bear Lake (Upper Driftwood River) 1A,-126.64,55.97
Bear Line,-82.29,42.44
Bear Mountain,-123.52,48.46
Bear Point,-65.65,43.48
Bear River,-65.63,44.57
Bear River (Sustut River) 3,-126.96,56.27
Bear River 6,-65.61,44.55
Bear River 6A,-65.47,44.66
Bear River 6B,-65.5,44.7
Bear River East,-65.59,44.6
Bear River North,-62.36,46.43
Bear River South,-62.35,46.38
Bear Valley,-79.71,45.96
Bearbrook,-75.33,45.38
Beardy's & Okemasis 96 & 97-A,-104.36,51.63
Beardy's & Okemasis 96 & 97-B,-106.45,52.8
Beardy's & Okemasis 96 & 97-C,-106.45,52.96
Beardy's 97 and Okemasis 96,-106.33,52.82
Bearspaw,-113.5,53.44
Beaton River 204 (North Half),-120.8,56.73
Beaton River 204 (South Half),-120.81,56.72
Beatrice,-79.38,45.15
Beatty,-76.74,45.02
Beaubassin East,-64.31,46.17
Beaubassin-Est,-64.31,46.17
Beaubier,-104.07,49.12
Beaucage,-79.65,46.35
Beauceville-Est,-70.76,46.2
Beauchampville,-75.42,45.57
Beaudoin-Centre,-71.57,45.87
Beaudry,-79.15,48.11
Beaufield,-109.1,51.75
Beaufort,-67.28,46.58
Beauglen,-65.94,48.26
Beaulac,-73.9,46.03
Beauly,-61.81,45.52
Beaumaris,-113.5,53.6
Beaumonde Heights,-79.57,43.74
Beaumont-Est,-70.96,46.8
Beauport,-71.18,46.86
Beaupré,-70.9,47.05
Beaurepaire,-73.88,45.41
Beauséjour,-68.53,48.37
Beauval Forks 1920,-107.7,55.1
Beauvallon,-111.36,53.65
Beaux-Rivages,-75.25,46.55
Beaver Bank,-63.68,44.82
Beaver Brook,-64.79,45.69
Beaver Brook Station,-65.6,47.12
Beaver Cove,-126.86,50.53
Beaver Crossing,-110.2,54.36
Beaver Dam,-66.69,45.78
Beaver Dams,-79.21,43.1
Beaver Falls,-117.58,49.08
Beaver Flat,-107.66,50.66
Beaver Harbour,-66.74,45.07
Beaver Islands 8,-124.5,54.46
Beaver Lake,-111.9,54.76
Beaver Lake 131,-111.87,54.66
Beaver Lake 17,-62.76,45.02
Beaver Meadow,-62.1,45.56
Beaver Mines,-114.19,49.45
Beaver Point,-123.38,48.76
Beaver Ranch 163,-115.74,58.43
Beaver Ranch 163a,-115.71,58.46
Beaver Ranch 163b,-115.79,58.52
Beaver River,-66.14,44.0
Beaverdale,-80.61,44.4
Beaverdam Lake,-65.42,43.66
Beaverley,-122.88,53.81
Beavers Corner,-80.01,43.07
Beaverstone Bay,-81.15,46.0
Bechard,-104.21,50.05
Becher,-82.35,42.65
Becher Bay 1,-123.59,48.33
Becher Bay 2,-123.59,48.32
Becketts Bridge,-79.37,42.97
Becketts Creek,-75.35,45.51
Becketts Landing,-75.68,45.05
Becketville,-65.99,47.89
Beckim Settlement,-67.72,46.3
Beckstead,-75.17,45.04
Beckwith,-63.81,45.83
Beddington Heights,-114.07,51.12
Bedec,-64.77,46.68
Bedell,-75.63,44.99
Bedell Settlement,-67.65,46.13
Bedeque,-63.72,46.33
Bedford Mills,-76.4,44.6
Bedford Park,-79.4,43.73
Bedford Range,-63.66,44.74
Bedford Road,-67.48,46.88
Beebe,-72.14,45.01
Beech Beach,-83.89,46.11
Beech Corners,-77.05,44.94
Beech Glen,-67.68,46.69
Beech Grove,-76.16,45.55
Beech Hill,-64.76,45.9
Beech Hill Farms,-64.79,43.98
Beechmont,-60.37,46.08
Beechmount,-77.96,45.06
Beechville,-63.68,44.63
Beechwood Park,-63.64,44.66
Beersville,-65.07,46.44
Bees 6,-128.74,53.92
Beeton,-79.78,44.08
Beinn Bhreagh,-60.71,46.11
Bel Air Heights,-75.75,45.35
Bel Air Park,-75.76,45.35
Bel Ayr Park,-63.51,44.67
Belair,-64.83,46.06
Bélair,-96.55,50.6
Bel-Aire,-114.08,51.0
Belanger,-81.13,46.56
Belangers Corner,-76.71,45.4
Belbutte,-107.81,53.36
Belcarra,-122.91,49.31
Belcher Street,-64.46,45.08
Belcourt,-77.35,48.4
Belcreft Beach,-82.98,42.01
Belfast,-81.55,43.91
Belford,-79.18,43.88
Belfountain,-80.01,43.79
Belgravia,-113.53,53.5
Belhaven,-79.42,44.26
Bell Ewart,-79.54,44.27
Bell Falls,-74.68,45.77
Bell Grove,-67.56,46.91
Bell Neck,-65.9,43.87
Bell Rapids,-77.79,45.38
Bella Bella,-128.14,52.16
Bella Bella 1,-128.15,52.15
Bella Coola 1,-126.72,52.37
Bella Lake Exchange Lands,-94.55,53.88
Bellamys,-75.79,44.7
Bellamys Mill,-76.02,44.72
Bellburns,-57.52,50.32
Belle Air Beach,-79.53,44.28
Belle Côte,-61.09,46.44
Belle Plaine,-105.15,50.39
Belle Vallée,-79.59,47.65
Belle-Anse,-64.22,48.62
Bellecombe,-78.93,48.09
Belledune River,-65.88,47.91
Belle-eau-Claire Beach,-80.05,44.72
Bellefeuille,-74.75,46.62
Bellefleur,-67.87,47.11
Bellefond,-65.64,47.11
Bellegarde,-101.54,49.53
Belleisle,-65.4,44.8
Belle-Marche,-60.99,46.61
Bellerive-sur-le-Lac,-74.99,46.39
Belle-Rivière,-74.09,45.62
Belleview,-100.85,49.6
Belleview Beach,-79.35,42.86
Belleville North,-65.93,43.86
Belleville South,-65.91,43.84
Bellevue,-113.895,51.57
Belley,-70.48,47.54
Bellheck,-76.96,44.52
Bellis,-112.15,54.14
Belliveau Village,-64.61,45.94
Bellmans Cove,-58.75,48.55
Bellrock,-76.76,44.47
Bells Corners,-76.09,45.125
Bells Crossing,-75.82,44.75
Bells Mills,-64.79,46.62
Bellsite,-101.05,52.59
Bellwood,-77.03,45.41
Belmeade,-75.49,45.12
Belmina,-71.47,45.98
Belmont Park,-123.46,48.43
Belmore,-81.18,43.95
Belnan,-63.52,44.99
Belton,-81.13,43.17
Belval,-70.81,46.54
Belvedere,-113.43,53.6
Belvédère,-73.9,45.35
Belvédère-Heights,-71.89,45.34
Belyeas Cove,-66.0,45.71
Ben Eoin,-60.45,45.96
Ben Lomond,-65.9,45.33
Benacadie,-60.72,45.94
Benalto,-114.27,52.3
Bénard,-97.84,49.91
Benchlands,-114.8,51.28
Bendale,-79.25,43.76
Benjamin River,-66.16,47.95
Benmiller,-81.62,43.72
Bennett Bay,-64.46,45.23
Bennies Corners,-76.26,45.25
Bennington,-80.95,43.19
Bennington Heights,-79.37,43.69
Benny,-81.62,46.78
Benoit,-64.96,47.48
Benoits Siding,-59.19,47.82
Bensfort Corners,-78.28,44.17
Benson,-103.01,49.45
Benson Corner,-67.19,45.21
Bent River,-79.54,45.21
Bentinck,-80.87,44.25
Bentinck Island Range,-123.54,48.31
Bentpath,-82.17,42.71
Benvoulin,-119.43,49.88
Benyks Point,-99.56,51.56
Berens River 13,-96.98,52.34
Bergland,-94.38,48.95
Bergman,-113.4,53.51
Berkshire Village,-81.27,42.96
Bernatchez,-70.11,46.63
Bernières,-71.35,46.68
Berriedale,-79.38,45.66
Berry,-78.26,48.81
Berry Mills,-64.93,46.1
Berry Mills Heights,-64.85,46.1
Berryton,-64.87,45.88
Berthier-sur-Mer,-70.73,46.91
Bertwell,-102.56,52.58
Bervie,-81.5,44.13
Berwick North,-64.74,45.05
Berwick West,-64.76,45.02
Berylvale,-80.99,48.95
Bessemer,-77.63,45.04
Best's Harbour,-54.21,47.57
Bestwick,-120.08,50.56
Béthanie,-72.43,45.5
Bethel,-66.91,45.15
Béthel,-72.35,45.58
Bethesda,-78.71666667,44.1
Bethune Bush,-75.24,45.05
Betsiamites,-68.69,49.03
Bettsburg,-66.25,46.46
Betty Creek 18,-125.4,52.91
Betula Beach,-114.66,53.54
Beulah,-101.03,50.26
Beveridge Locks,-76.13,44.87
Beverley,-107.96,50.26
Beverley Acres,-79.41,43.87
Beverley Hills,-79.47,44.19
Beverley Isles,-79.48,44.19
Beverly Heights,-113.4,53.56
Bexley,-78.91,44.65
Bickford,-82.42,42.76
Bidwell,-81.98,45.8
Bield,-101.15,51.22
Bieman's Corners,-80.99,44.0
Bienvenu,-79.23,48.8
Big Baddeck,-60.79,46.14
Big Bar Creek,-122.13,51.18
Big Bay Point,-79.51,44.4
Big Black River,-97.42,53.16
Big Bras d'Or,-60.41,46.28
Big Brook,-61.22,45.78
Big Cedar,-78.17,44.57
Big Cedar Point,-79.52,44.29
Big Chute,-79.67,44.88
Big Eddy,-118.21,51.0
Big Eddy Settlement,-101.32,53.85
Big Farm,-60.82,46.1
Big Fork,-93.67,48.52
Big Grassy River 35G,-94.3,49.05
Big Harbour,-60.6,46.14
Big Harbour Island,-60.94,45.86
Big Hole,-65.82,47.04
Big Hole Brook,-66.21,46.57
Big Hole Tract 8 (North Half),-65.79,47.06
Big Hole Tract 8 (South Half),-65.79,47.03
Big Horn 144A,-116.24,52.38
Big Intervale,-60.93,46.44
Big Intervale Cape North,-60.59,46.84
Big Island,-62.42,45.66
Big Island 31D,-94.63,49.12
Big Island 31E,-94.6,49.13
Big Island 31F,-94.64,49.16
Big Island 37,-94.76,49.17
Big Island Lake Cree Territory,-109.59,54.42
Big Island Mainland 93,-94.3,49.08
Big Joe's Meadow 7,-122.62,52.43
Big Lake,-63.86,44.52
Big Lots,-64.4,44.41
Big Marsh,-61.605,45.81
Big Pond,-60.52,45.92
Big Pond Centre,-60.57,45.88
Big Prairie Settlement,-116.32,55.59
Big Ridge,-60.21,45.94
Big River 118,-107.12,53.55
Big River 118A,-107.04,53.46
Big Shell,-107.13,53.19
Big White,-118.92,49.72
Bigelow,-79.51,47.29
Biggar Ridge,-67.28,46.54
Bigney,-63.0,45.72
Bigwin,-79.02,45.24
Bigwood,-80.6,46.03
Bihl' K' A 18,-125.38,55.0
Bihl' K'a Chah 20,-125.0,54.57
Bihlk'a 6,-124.9,54.56
Bill Lake 37,-130.05,54.4
Billings,-82.22,45.875
Billings Bridge,-75.67,45.38
Bill's Corners,-80.37,42.81
Billtown,-64.57,45.12
Bilodeau,-72.15,48.32
Binche 10,-124.27,54.58
Binche 12,-124.44,54.61
Binche 2,-124.5,54.57
Binche Bun 7,-124.43,54.61
Bindloss,-110.27,50.88
Binkham,-80.1,43.81
Binta Lake 2,-125.43,53.85
Birch Cliff,-79.27,43.68
Birch Cove,-114.36,53.95
Birch Grove,-59.95,46.12
Birch Haven,-79.41,46.32
Birch Hill,-63.17,45.2
Birch Landing,-96.59,50.65
Birch Manor,-75.76,45.42
Birch Plain,-60.43,46.5
Birch Point,-78.59,44.51
Birch Portage 184A,-102.6,54.88
Birch Ridge,-66.29,46.52
Bircham,-113.43,51.45
Birchcliff,-114.11,52.36
Birchland Manor,-122.75,49.26
Birchmount Park,-79.26,43.71
Birchton,-71.66,45.37
Birchtown,-65.38,43.74
Birchwood,-63.78,45.7
Birchy Cove,-56.02,49.68
Birchy Head,-64.04,44.57
Bird,-94.21,56.5
Bird Cove,-56.93,51.04
Birdell,-80.5,44.16
Birds Creek,-77.87,45.1
Birds Hill,-97.0,49.97
Bird's Point,-102.34,50.54
Birdsalls,-78.05,44.28
Birdtail Creek 57,-101.16,50.26
Birdtail Hay Lands 57A,-101.11,50.21
Birdtail Sioux,-101.15,50.26
Birdtail Sioux Dakota Nation 57C,-101.15,50.52
Birdton,-66.82,46.11
Birge Mills,-80.25,43.66
Birkendale,-78.97,45.29
Birmingham,-102.93,50.96
Birnam,-81.87,43.05
Birnie,-99.44,50.44
Birnie Island 18,-130.45,54.59
Birr,-81.33,43.12
Birsay,-106.98,51.1
Biscotasing,-82.1,47.29
Bishop Bluffs 10,-124.32,53.09
Bishop Bluffs 5,-124.3,53.06
Bishop Bluffs 6,-124.31,53.08
Bishop Corners,-77.17,44.78
Bishop's Cove,-53.23,47.63
Bishops Falls South,-55.49,49.0
Bishops Mills,-75.7,44.87
Bishopsgate,-80.4,43.1
Bishopville,-64.25,45.02
Bismarck,-79.5,43.04
Bisseltown,-75.67,44.68
Bisset,-113.39,53.45
Bissett Creek,-78.06,46.22
Bistcho Lake 213,-118.46,59.64
Bittern Lake 218,-105.82,53.89
Black Avon,-61.78,45.54
Black Bank,-80.15,44.22
Black Bay,-77.36,45.87
Black Bridge,-79.25,44.98
Black Brook,-61.03,45.77
Black Cape,-65.82,48.13
Black Creek,-125.13,49.83
Black Donald,-76.9,45.22
Black Duck Cove,-54.46,48.28666667
Black Duck Pond,-53.26,47.57
Black Horse Corner,-79.19,43.08
Black Lake,-71.36,46.04
Black Pines,-120.25,50.93
Black Point,-66.1,47.94
Black Rapids,-76.09,44.5
Black River,-65.545,46.115
Black River 9,-96.31,50.82
Black River Bridge,-65.28,47.0
Black River Lake,-64.37,44.97
Black River Road,-65.97,45.26
Black River-Matheson,-80.16,48.51
Black Rock,-65.23,47.74
Black Slate 11,-132.26,53.23
Black Sturgeon,-100.57,56.83
Blackburn,-75.54,45.43
Blackburn Hamlet,-75.56,45.43
Blackcomb,-122.94,50.11
Blacketts Lake,-60.32,46.06
Blackhead,-52.65,47.52
Blackheath,-79.82,43.07
Blackland,-66.75,46.595
Blackpool,-120.1,51.6
Blacks Corners,-78.76,44.14666667
Blackstock,-78.81,44.1
Blackstone,-61.3,46.12
Blackstone Lake,-79.88,45.24
Blackwater,-79.05,44.23
Blackwater 1,-122.88,53.33
Blackwater Meadow 11,-125.52,52.72
Blackwell,-82.31,43.02
Bladworth,-106.13,51.36
Blaeberry,-117.06,51.43
Blagousse,-70.37,47.47
Blair,-80.38,43.38
Blair Athol,-66.55,47.94
Blairhampton,-78.65,45.02
Blairs Settlement,-76.4,44.63
Blairton,-77.76,44.46
Blake,-81.65,43.45
Blakeney,-76.24,45.26
Blanchard Road,-62.47,45.47
Blanchards Hill,-76.09,44.78
Blanchard's Landing,-79.02,46.28
Blanche,-65.4,43.5
Blanche-Mills,-75.24,45.61
Blandford,-64.1,44.49
Blandford-Blenheim,-80.58,43.24
Blaney Ridge,-67.15,45.79
Blantyre,-80.63,44.5
Blessington,-77.26,44.26
Blewett,-117.4,49.47
Blezard,-78.09,44.29
Blezard Valley,-81.05,46.6
Blind Channel,-125.5,50.41
Blind Creek 6,-119.73,49.18
Blind Creek 6A,-119.75,49.19
Blink Bonnie,-80.64,43.29
Blissfield,-66.06,46.58
Block 14,-65.32,46.75
Blockhouse,-64.41,44.44
Blomidon,-64.36,45.22
Blood 148,-113.18,49.51
Blood 148A,-113.7,49.04
Bloodvein 12,-96.68,51.77
Bloomfield Ridge,-66.08,46.02
Bloomingdale,-80.46,43.5
Bloomington,-64.99,44.85
Bloomsburg,-80.29,42.88
Bloordale Gardens,-79.56,43.63
Blossom Park,-75.62,45.34
Blouin,-71.0,46.7
Blount,-80.02,43.96
Blowdown,-67.76,46.02
Blubber Bay,-124.61,49.78
Blucher,-106.2,52.01
Blucher Hall,-120.01,51.1
Blue Bell Corner,-67.61,46.94
Blue Church,-75.55,44.68
Blue Cove,-56.87,51.09
Blue Hill,-67.77,46.63
Blue Hills,-74.28,45.88
Blue Lake 24,-123.09,54.99
Blue Mountain,-63.475,45.175
Blue Mountain Bend,-67.27,47.09
Blue Mountain Settlement,-65.67,47.54
Blue Quill,-113.53,53.46
Blue Quill Estates,-113.52,53.45
Blue Quills First Nation,-111.37,53.99
Blue River 1,-128.96,59.7
Blue Rocks,-64.24,44.35
Blue Sea,-76.08,46.2
Blue Springs,-80.09,43.61
Blue Water Beach,-81.72,43.71
Blueberry River 205,-121.1,56.7
Blueridge,-122.99,49.32
Blues Mills,-61.19,45.92
Bluevale,-81.25,43.85
Bluewater Beach,-79.99,44.62
Blumenfeld,-97.95,49.05
Blumenheim,-106.41,52.4
Blumenhof,-107.7,50.01
Blumenort South,-97.65,49.0
Blumenthal,-106.38,52.48
Blytheswood,-82.59,42.12
Boat Harbour West 37,-62.65,45.65
Bobby Cove,-55.75,49.82
Bobs Lake,-76.65,44.64
Bocabec,-66.98,45.17
Bocabec Cove,-67.03,45.16
Bodmin,-107.0,53.75
Bogart,-77.24,44.49
Bogarttown,-79.42,44.04
Boggy Creek,-101.35,51.53
Bogies Beach,-81.72,43.81
Bognor,-80.74,44.52
Bogton,-73.5,45.06
Boharm,-105.71,50.4
Boileau,-74.76,45.91
Boilleau,-70.82,48.09
Bois-Blanc,-65.08,47.62
Boisbriand,-73.83,45.61
Bois-Brûlé,-64.29,48.71
Boischatel,-71.15,46.9
Boisdale,-60.5,46.09
Bois-des-Bel,-69.43,47.95
Bois-des-Filion,-73.75,45.66
Bois-Franc,-75.98,46.5
Bois-Gagnon,-65.17,47.52
Boishébert,-64.98,47.56
Boisjoli,-64.75,46.45
Boisville,-61.93,47.37
Boland's Bay,-80.76,46.65
Bolger,-80.11,45.68
Bolingbroke,-76.51,44.75
Bolsover,-79.05,44.53
Bolton Centre,-72.35,45.2
Bolton Forest,-72.28,45.29
Bolton Glen,-72.43,45.2
Bolton-Est,-72.35,45.2
Bolton-Ouest,-72.45,45.23
Bon Air,-80.57,46.01
Bon Echo,-77.19,44.89
Bona Vista,-79.07,45.26
Bonaparte 3,-121.36,50.85
Bonarlaw,-77.62,44.42
Bonaventure Industrial,-113.56,53.58
Bonaventure-Est,-65.46,48.02
Bonavista,-53.1,48.63
Bonavista Downs,-114.03,50.94
Bond Head,-79.67,44.08
Bon-Désir,-69.47,48.27
Bondi Village,-79.01,45.29
Bondiss,-112.69,54.59
Bongard,-76.95,44.05
Bongard Corners,-76.92,44.05
Boninville,-81.09,46.59
Bonnechere,-77.57,45.64
Bonnechere Valley,-77.13,45.45
Bonne-Espérance,-57.66,51.38
Bonnet Hill,-122.61,53.9
Bonney Road,-65.84,45.47
Bonnie Beach,-79.3,44.56
Bonnie Doon,-113.46,53.51
Bonnington Falls,-117.48,49.46
Bonnyville Beach,-110.86,54.23
Bonsecours,-72.28,45.41
Bon-Secours,-65.03,46.36
Bonshaw,-63.35,46.19
Bonville,-74.82,45.12
Bookton,-80.5,42.94
Boom Road,-65.78,46.95
Bootahnie 15,-121.53,50.4
Booth,-79.33,46.19
Booth Landing,-79.2,46.14
Boothroyd,-121.48,49.96
Boothroyd 13,-121.49,49.98
Boothroyd 5A,-121.48,49.98
Boothroyd 5B,-121.49,49.96
Boothroyd 5C,-121.47,49.96
Boothroyd 6A,-121.5,50.0
Boothroyd 6B,-121.51,50.01
Boothroyd 8A,-121.53,50.04
Boothville,-80.62,44.14
Bordeaux,-73.69,45.54
Borden Farm,-75.73,45.35
Borden Range and Training Area,-79.95,44.27
Bordenwood,-77.04,44.71
Borneo,-61.9,45.28
Bornholm,-81.14,43.53
Bornish,-81.67,43.1
Borups Corners,-92.32,49.58
Boscobel,-72.39,45.5
Boskung,-78.75,45.07
Boston,-80.09,43.27
Boston Bar 10,-121.4,49.85
Boston Bar 11,-121.45,49.8
Boston Bar 1A,-121.42,49.83
Boston Bar 8,-121.42,49.84
Boston Bar 9,-121.43,49.87
Boston Creek,-79.93,48.01
Boston Mills,-79.92,43.76
Boswarlos,-58.82,48.57
Boswell,-116.76,49.45
Bosworth,-80.64,43.78
Botany,-81.98,42.49
Bothwell's Corner,-80.87,44.57
Botsford Portage,-64.24,46.19
Bottle Lake 61B,-100.17,50.62
Boucher,-68.34,47.4
Bouchie Lake,-122.6,53.01
Boucks Hill,-75.21,44.98
Boudreau,-64.48,46.22
Boudreau Road,-64.94,47.63
Boudreau Village,-64.6,45.91
Boudreau-Corners,-71.76,45.17
Boudreauville,-60.96,45.5
Bougainville,-64.26,48.65
Boularderie Centre,-60.52,46.19
Boularderie East,-60.47,46.23
Boulder Creek 5,-120.13,51.46
Boulderwood,-63.59,44.62
Boulogne,-72.65,45.84
Boulter,-77.63,45.21
Boundary,-68.72,47.37
Boundary Bay,-123.03,49.0
Boundary Creek,-65.0,46.05
Bourdages Corner,-84.29,46.72
Bourdeau,-79.54,45.5
Bourgault,-70.28,47.19
Bourgeois,-64.53,46.35
Bourgeois Mills,-64.41,46.17
Bourg-la-Reine,-71.25,46.89
Bourg-Louis-Station,-71.77,46.85
Bourg-Royal,-71.25,46.88
Bourkes,-80.22,48.29
Bourlamaque,-77.76,48.1
Bowen Corner,-77.69,45.07
Bowen Island,-123.34,49.37
Bowermans,-77.36,44.0
Bowers Beach,-80.14,44.48
Bowling Green,-80.25,43.94
Bowman,-75.66,45.91
Bown,-71.42,45.47
Bowness,-114.16,51.08
Bowood,-81.53,43.08
Bowser,-124.66,49.43
Box Alder,-93.67,48.56
Box Grove,-79.23,43.85
Boyds,-76.25,45.09
Boyds Corner,-66.82,46.26
Boyer,-70.87,46.85
Boyer 164,-116.26,58.45
Boyer Settlement,-116.06,58.45
Boyle Street,-113.47,53.55
Boylston,-61.5,45.43
Boyne,-79.83,43.48
Boynton,-72.08,45.11
Brabant,-103.75,56.11
Bracken,-108.09,49.17
Brackenrig,-79.52,45.11
Brackley,-63.14,46.3
Brada,-108.18,52.71
Bradburn Subdivision,-80.75,42.87
Bradens Bay,-79.49,44.45
Bradley,-81.85,43.29
Bradley Corner,-67.7,46.39
Bradlo,-83.64,49.6
Brador,-57.24,51.46
Bradshaw,-79.455,43.71
Bradwardine,-100.46,49.99
Bradwell,-106.23,51.94
Brady Lake,-78.83,45.04
Braeheid Survey,-79.91,43.33
Braemar,-80.84,43.19
Braemar Heights,-123.5,48.41
Braemar Park,-75.75,45.36
Braeshore,-62.65,45.7
Bralorne,-122.81,50.76
Bramalea,-79.71,43.72
Bramalea Woods,-79.73,43.71
Bramber,-64.14,45.18
Brancepeth,-105.26,53.0
Branch LaHave,-64.62,44.44
Branchton,-80.26,43.3
Brander Gardens,-113.57,53.49
Brandy Point,-81.22,43.43
Brant Hills,-79.84,43.36
Bras d'Or,-60.28,46.25
Bras-d'Apic,-70.18,46.95
Brass Hill,-65.6,43.55
Brasset,-64.57,48.81
Bray Lake,-79.41,45.88
Brazeau Dam,-115.58,52.97
Brazil Lake,-66.0,43.99
Bread and Cheese,-52.79,47.31
Breadalbane,-65.88,46.73
Breau Creek,-64.51,45.96
Breau Road,-65.12,47.29
Breault,-72.33,46.19
Breau-Village,-64.63,46.37
Brébeuf,-74.66,46.06
Brèche-à-Manon,-64.44,48.4
Brechin Beach,-79.2,44.53
Brechin Point,-79.2,44.53
Breckenridge,-75.95,45.47
Bremen,-105.7,52.36
Brennan's Hill,-75.95,45.78
Brent,-78.48,46.03
Brentha,-79.9,47.78
Brenton,-66.04,43.96
Brent's Cove,-55.7,49.93
Brentwood,-114.13,51.08
Brentwood Bay,-123.45,48.58
Brentwood Park,-122.99,49.27
Bresaylor,-108.76,52.96
Brest,-65.0,46.46
Bretagneville,-65.03,46.71
Brethour,-79.56,47.71
Breton Cove,-60.46,46.45
Brevoort Park,-106.61,52.11
Brew Bay,-124.38,49.76
Brewer Lake,-76.32,44.4
Brewers Mills,-67.01,46.06
Brewster Bay,-96.98,50.77
Briar Lake,-65.96,44.14
Briargreen,-75.78,45.33
Briars Park,-79.34,44.32
Brickley,-77.93,44.25
Brickton,-65.12,44.9
Bridal Falls,-121.73,49.18
Bridesville,-119.15,49.03
Bridge End,-74.44,45.26
Bridge Lake,-120.71,51.48
Bridge River 1,-122.02,50.79
Bridge River 2,-121.86,50.79
Bridgedale,-64.73,46.06
Bridgeford,-106.41,50.93
Bridgeland,-114.03,51.05
Bridgeport,-59.99,46.2
Bridgetown East,-65.24,44.85
Bridgetown North,-65.29,44.85
Bridgeview,-122.86,49.21
Bridgeview Survey,-79.9,43.3
Bridgeville,-62.6,45.43
Bridlewood,-114.11,50.9
Brier Hill,-76.16,44.55
Brier Industrial Estates,-110.72,50.05
Brierly Brook,-62.06,45.6
Brigade Lake,-120.3,50.5
Briggs Corner,-66.78,46.215
Briggs Spur,-100.65,52.07
Brigham,-72.85,45.25
Brigham Creek 3,-123.29,51.76
Brighouse,-123.13,49.16
Bright,-80.65,43.26
Brighton Beach,-81.28,43.275
Brightside,-76.49,45.12
Brightstone,-96.16,50.28
Brill,-72.43,45.26
Brilliant,-117.64,49.32
Brimstone,-80.0,43.8
Brinkman's Corners,-81.39,45.14
Brinsley,-81.53,43.2
Brinston,-75.35,44.93
Brisay,-70.51,54.44
Brisbane,-80.07,43.74
Brise-du-Lac,-74.04,46.1
Brisson,-75.32,45.29
Bristol Mines,-76.34,45.49
Bristol Ridge,-76.41,45.62
Bristol's Hope,-53.19,47.72
Britainville,-82.4,45.73
Britannia,-114.08,51.0
Britannia Bay,-75.79,45.36
Britannia Heights,-75.78,45.36
Britannia Road,-79.17,45.27
Britannia Youngstown,-113.6,53.54
British Properties,-123.13,49.35
British Settlement,-64.38,45.87
Britton,-80.92,43.67
Broad Cove,-54.22,47.57
Broad Cove Banks,-61.32,46.22
Broad Cove Chapel,-61.26,46.25
Broad Cove Marsh,-61.25,46.29
Broad Valley,-97.65,50.98
Broadacres,-108.98,52.05
Broadbent,-79.83,45.44
Broadlands,-66.76,48.0
Broadmoor,-123.13,49.15
Broadview Gardens,-84.38,46.54
Broadway,-62.36,45.57
Brochet 197,-101.58,57.9
Brock Gardens,-80.0,43.29
Brock Road,-79.08,43.88
Brocklehurst,-120.41,50.7
Brockley,-81.19,42.91
Brocks Beach,-80.1,44.46
Brocksden,-80.88,43.38
Brockton,-81.24,44.18
Brockway,-67.11,45.52
Broderick,-106.91,51.48
Broders Annex,-104.58,50.44
Brodeur,-76.06,46.5
Brodhagen,-81.2,43.56
Brodie,-77.76,45.945
Brokenhead 4,-96.6,50.35
Brome-Centre,-72.59,45.22
Bromhead,-103.66,49.18
Bromley,-76.88,45.53
Brompton,-71.94,45.47
Bronson,-77.78,45.06
Bronson Settlement,-65.72,46.22
Bronte,-79.71,43.38
Brook Cove,-72.22,45.17
Brook Village,-61.3,46.05
Brookbury,-71.53,45.53
Brooke,-76.43,44.85
Brooke-Alvinston,-81.9,42.86
Brookland,-62.92,45.55
Brooklet,-74.04,45.0
Brooklyn Corner,-64.57,45.08
Brooklyn Road,-64.26,45.97
Brooks Landing,-80.33,45.43
Brooks Mill,-79.01,45.42
Brooksby,-104.31,53.0
Brooksdale,-80.93,43.22
Brookside,-113.65,53.49
Brookswood,-122.66,49.06
Brookvale,-65.68,45.98
Brookville,-67.73,46.34
Brossard,-73.45,45.46
Brosseau,-111.68,53.79
Brotherston,-80.96,43.81
Brougham,-79.1,43.91
Broughdale,-81.25,43.0
Broughton,-59.97,46.08
Broughton Station,-71.13,46.17
Broulan Reef,-81.13,48.51
Brouse,-117.75,50.21
Brouseville,-75.42,44.83
Brow of the Mountain,-64.56,45.16
Brower,-80.83,49.01
Brown Hill,-79.32,44.22
Brown House Corner,-74.56,45.22
Brown Industrial,-113.56,53.58
Browning,-102.63,49.45
Browning Island,-79.4,44.99
Brownlee,-106.01,50.73
Browns Brae,-79.03,45.21
Browns Corner,-66.14,45.51
Brown's Corners,-79.35,43.84
Brown's Hill,-72.1,45.13
Browns Yard,-65.07,46.52
Brownsburg-Chatham,-74.41,45.68
Brownsville,-80.83,42.86
Bruce,-112.03,53.17
Bruce Farm,-75.8,45.33
Bruce Station,-83.76,46.31
Brucedale,-80.18,43.64
Brucefield,-81.51,43.52
Bruces,-80.25,43.27
Bruceton,-77.39,45.21
Brucy,-73.95,45.4
Brudenell,-77.39,45.44
"Brudenell, Lyndoch and Raglan",-77.41,45.33
