Municipality,Latitude,Longitude
Bay View,47.08,-55.21
Bay View,45.19,-64.225
Bayard,46.36,-74.82
Bayard,50.02,-105.28
Bayers Settlement,44.74,-63.14
Bayfield Inlet,45.62,-80.49
Bayham,42.75,-80.79
Bayhead,45.73,-63.36
Bayport,44.32,-64.31
Bayshore,47.37,-64.94
Bayshore,45.34,-75.8
Bayshore Estates,44.36,-79.62
Bayswater,45.35,-66.13
Bayswater,44.5,-64.06
Bayswater,46.08,-80.75
Baytona,49.33,-54.78
Bayview,50.96,-114.1
Bayview,44.655,-80.3975
Bayview Beach,44.23,-79.53
Bayview Heights,53.13,-108.39
Bayview Park,44.85,-79.81
Bayview Point,44.61,-80.94
Bayview Village,43.77,-79.38
Baywood Park,44.51,-79.43
Beach Grove,49.03,-123.05
Beach Meadows,44.06,-64.63
Beachcomber Bay,50.24,-119.37
Beachside,49.64,-55.89
Beacon Heights,53.57,-113.4
Beacon Heights,45.45,-75.63
Beacon Hill,54.35,-109.65
Beacon Hill North,45.45,-75.6
Beacon Hill South,45.44,-75.59
Beaconia,50.44,-96.55
Beaconsfield,46.045,-67.58
Beaconsfield,44.85,-65.32
Beaconsfield,43.04,-80.61
Beaconsfield,45.43,-73.86
Beadle,51.46,-109
Beales Mills,44.57,-75.97
Bealton,42.99,-80.22
Bear Bay 8,50.83,-124.95
Bear Cave,45.31,-79.6
Bear Cove,44.53,-63.54
Bear Creek,56.29,-108.94
Bear Island,45.92,-67.02
Bear Island,46.97,-80.07
Bear Island 1,46.98,-80.07
Bear Lake (Fort Connelly) 4,56.19,-126.86
Bear Lake (Tsaytut Bay) 1B,56.1,-126.79
Bear Lake (Upper Driftwood River) 1A,55.97,-126.64
Bear Line,42.44,-82.29
Bear Mountain,48.46,-123.52
Bear Point,43.48,-65.65
Bear Point,44.39,-79.54
Bear River,44.57,-65.63
Bear River (Sustut River) 3,56.27,-126.96
Bear River 6,44.55,-65.61
Bear River 6A,44.66,-65.47
Bear River 6B,44.7,-65.5
Bear River East,44.6,-65.59
Bear River North,46.43,-62.36
Bear River South,46.38,-62.35
Bear Valley,45.96,-79.71
Bearbrook,45.38,-75.33
Beardy's & Okemasis 96 & 97-A,51.63,-104.36
Beardy's & Okemasis 96 & 97-B,52.8,-106.45
Beardy's & Okemasis 96 & 97-C,52.96,-106.45
Beardy's 97 and Okemasis 96,52.82,-106.33
Bearspaw,53.44,-113.5
Beaton River 204 (North Half),56.73,-120.8
Beaton River 204 (South Half),56.72,-120.81
Beatrice,45.15,-79.38
Beatty,45.02,-76.74
Beatty,52.9,-104.8
Beaubassin East,46.17,-64.31
Beaubassin-Est,46.17,-64.31
Beaubier,49.12,-104.07
Beaucage,46.35,-79.65
Beauceville-Est,46.2,-70.76
Beauchampville,45.57,-75.42
Beaudoin-Centre,45.87,-71.57
Beaudry,48.11,-79.15
Beaufield,51.75,-109.1
Beaufort,46.58,-67.28
Beauglen,48.26,-65.94
Beaulac,46.03,-73.9
Beauly,45.52,-61.81
Beaumaris,53.6,-113.5
Beaumaris,45.07,-79.49
Beaumonde Heights,43.74,-79.57
Beaumont-Est,46.8,-70.96
Beauport,46.86,-71.18
Beaupré,47.05,-70.9
Beaurepaire,45.41,-73.88
Beauséjour,48.37,-68.53
Beauval Forks 1920,55.1,-107.7
Beauvallon,53.65,-111.36
Beaux-Rivages,46.55,-75.25
Beaver Bank,44.82,-63.68
Beaver Brook,45.69,-64.79
Beaver Brook,45.3,-63.42
Beaver Brook Station,47.12,-65.6
Beaver Cove,50.53,-126.86
Beaver Cove,46.06,-60.55
Beaver Crossing,54.36,-110.2
Beaver Dam,45.78,-66.69
Beaver Dam,45.02,-62.76
Beaver Dams,43.1,-79.21
Beaver Falls,49.08,-117.58
Beaver Flat,50.66,-107.66
Beaver Harbour,45.07,-66.74
Beaver Harbour,44.89,-62.41
Beaver Islands 8,54.46,-124.5
Beaver Lake,54.76,-111.9
Beaver Lake,48.5,-123.39
Beaver Lake,46.34,-81.49
Beaver Lake 131,54.66,-111.87
Beaver Lake 17,45.02,-62.76
Beaver Meadow,45.56,-62.1
Beaver Meadow,42.71,-82.24
Beaver Mines,49.45,-114.19
Beaver Point,48.76,-123.38
Beaver Ranch 163,58.43,-115.74
Beaver Ranch 163a,58.46,-115.71
Beaver Ranch 163b,58.52,-115.79
Beaver River,44,-66.14
Beaverdale,44.4,-80.61
Beaverdam Lake,43.66,-65.42
Beaverley,53.81,-122.88
Beavers Corner,43.07,-80.01
Beaverstone Bay,46,-81.15
Bechard,50.05,-104.21
Becher,42.65,-82.35
Becher Bay 1,48.33,-123.59
Becher Bay 2,48.32,-123.59
Becketts Bridge,42.97,-79.37
Becketts Creek,45.51,-75.35
Becketts Landing,45.05,-75.68
Becketville,47.89,-65.99
Beckim Settlement,46.3,-67.72
Beckstead,45.04,-75.17
Beckwith,45.83,-63.81
Beckwith,45.08,-76.09
Beddington Heights,51.12,-114.07
Bedec,46.68,-64.77
Bedell,44.99,-75.63
Bedell Settlement,46.13,-67.65
Bedeque,46.33,-63.72
Bedford Mills,44.6,-76.4
Bedford Park,43.73,-79.4
Bedford Range,44.74,-63.66
Bedford Road,46.88,-67.48
Beebe,45.01,-72.14
Beech Beach,46.11,-83.89
Beech Corners,44.94,-77.05
Beech Glen,46.69,-67.68
Beech Grove,45.55,-76.16
Beech Hill,45.9,-64.76
Beech Hill,44.98,-63.08666667
Beech Hill Farms,43.98,-64.79
Beechmont,46.08,-60.37
Beechmount,45.06,-77.96
Beechville,44.63,-63.68
Beechwood Park,44.66,-63.64
Beersville,46.44,-65.07
Bees 6,53.92,-128.74
Beeton,44.08,-79.78
Beinn Bhreagh,46.11,-60.71
Bel Air Heights,45.35,-75.75
Bel Air Park,45.35,-75.76
Bel Ayr Park,44.67,-63.51
Belair,46.06,-64.83
Bélair,50.6,-96.55
Bélair,46.85,-71.43
Bel-Aire,51,-114.08
Belanger,46.56,-81.13
Belangers Corner,45.4,-76.71
Belbutte,53.36,-107.81
Belcarra,49.31,-122.91
Belcher Street,45.08,-64.46
Belcourt,48.4,-77.35
Belcreft Beach,42.01,-82.98
Belfast,43.91,-81.55
Belfast,46.07,-62.87
Belford,43.88,-79.18
Belfountain,43.79,-80.01
Belgravia,53.5,-113.53
Belhaven,44.26,-79.42
Bell Ewart,44.27,-79.54
Bell Falls,45.77,-74.68
Bell Grove,46.91,-67.56
Bell Grove,46.47,-80.99
Bell Neck,43.87,-65.9
Bell Rapids,45.38,-77.79
Bella Bella,52.16,-128.14
Bella Bella 1,52.15,-128.15
Bella Coola 1,52.37,-126.72
Bella Lake Exchange Lands,53.88,-94.55
Bellamys,44.7,-75.79
Bellamys Mill,44.72,-76.02
Bellburns,50.32,-57.52
Belle Air Beach,44.28,-79.53
Belle Côte,46.44,-61.09
Belle Plaine,50.39,-105.15
Belle Vallée,47.65,-79.59
Belle-Anse,48.62,-64.22
Bellecombe,48.09,-78.93
Belledune River,47.91,-65.88
Belle-eau-Claire Beach,44.72,-80.05
Bellefeuille,46.62,-74.75
Bellefleur,47.11,-67.87
Bellefond,47.11,-65.64
Bellegarde,49.53,-101.54
Belleisle,44.8,-65.4
Belle-Marche,46.61,-60.99
Bellerive-sur-le-Lac,46.39,-74.99
Belle-Rivière,45.62,-74.09
Belleview,49.6,-100.85
Belleview Beach,42.86,-79.35
Belleville North,43.86,-65.93
Belleville South,43.84,-65.91
Bellevue,51.57,-113.895
Bellevue,47.005,-73.175
Belley,47.54,-70.48
Bellheck,44.52,-76.96
Bellis,54.14,-112.15
Belliveau Village,45.94,-64.61
Bellmans Cove,48.55,-58.75
Bellrock,44.47,-76.76
Bells Corners,45.125,-76.09
Bells Crossing,44.75,-75.82
Bells Mills,46.62,-64.79
Bellsite,52.59,-101.05
Bellwood,45.41,-77.03
Belmeade,45.12,-75.49
Belmina,45.98,-71.47
Belmont Park,48.43,-123.46
Belmore,43.95,-81.18
Belnan,44.99,-63.52
Belton,43.17,-81.13
Belval,46.54,-70.81
Belvedere,53.6,-113.43
Belvédère,45.35,-73.9
Belvédère-Heights,45.34,-71.89
Belyeas Cove,45.71,-66
Ben Eoin,45.96,-60.45
Ben Lomond,45.33,-65.9
Benacadie,45.94,-60.72
Benalto,52.3,-114.27
Bénard,49.91,-97.84
Benchlands,51.28,-114.8
Bendale,43.76,-79.25
Benjamin River,47.95,-66.16
Benmiller,43.72,-81.62
Bennett Bay,45.23,-64.46
Bennies Corners,45.25,-76.26
Bennington,43.19,-80.95
Bennington Heights,43.69,-79.37
Benny,46.78,-81.62
Benoit,47.48,-64.96
Benoit,45.3,-75.16
Benoits Siding,47.82,-59.19
Bensfort Corners,44.17,-78.28
Benson,49.45,-103.01
Benson Corner,45.21,-67.19
Bent River,45.21,-79.54
Bentinck,44.25,-80.87
Bentinck Island Range,48.31,-123.54
Bentpath,42.71,-82.17
Benvoulin,49.88,-119.43
Benyks Point,51.56,-99.56
Berens River 13,52.34,-96.98
Bergland,48.95,-94.38
Bergman,53.51,-113.4
Berkshire Village,42.96,-81.27
Bernatchez,46.63,-70.11
Bernières,46.68,-71.35
Berriedale,45.66,-79.38
Berry,48.81,-78.26
Berry Mills,46.1,-64.93
Berry Mills Heights,46.1,-64.85
Berryton,45.88,-64.87
Berryton,44.46,-76.19
Berthier-sur-Mer,46.91,-70.73
Bertwell,52.58,-102.56
Bervie,44.13,-81.5
Berwick North,45.05,-64.74
Berwick West,45.02,-64.76
Berylvale,48.95,-80.99
Bessemer,45.04,-77.63
Best's Harbour,47.57,-54.21
Bestwick,50.56,-120.08
Béthanie,45.5,-72.43
Bethel,45.15,-66.91
Bethel,43.985,-77.64
Béthel,45.58,-72.35
Bethesda,44.1,-78.71666667
Bethune Bush,45.05,-75.24
Betsiamites,49.03,-68.69
Bettsburg,46.46,-66.25
Betty Creek 18,52.91,-125.4
Betula Beach,53.54,-114.66
Beulah,50.26,-101.03
Beulah,45.61,-66
Beveridge Locks,44.87,-76.13
Beverley,50.26,-107.96
Beverley Acres,43.87,-79.41
Beverley Hills,44.19,-79.47
Beverley Isles,44.19,-79.48
Beverly Heights,53.56,-113.4
Bexley,44.65,-78.91
Bickford,42.76,-82.42
Bidwell,45.8,-81.98
Bield,51.22,-101.15
Bieman's Corners,44,-80.99
Bienvenu,48.8,-79.23
Big Baddeck,46.14,-60.79
Big Bar Creek,51.18,-122.13
Big Bay Point,44.4,-79.51
Big Black River,53.16,-97.42
Big Bras d'Or,46.28,-60.41
Big Brook,45.78,-61.22
Big Cedar,44.57,-78.17
Big Cedar Point,44.29,-79.52
Big Chute,44.88,-79.67
Big Eddy,51,-118.21
Big Eddy Settlement,53.85,-101.32
Big Farm,46.1,-60.82
Big Fork,48.52,-93.67
Big Grassy River 35G,49.05,-94.3
Big Harbour,46.14,-60.6
Big Harbour Island,45.86,-60.94
Big Hole,47.04,-65.82
Big Hole Brook,46.57,-66.21
Big Hole Tract 8 (North Half),47.06,-65.79
Big Hole Tract 8 (South Half),47.03,-65.79
Big Horn 144A,52.38,-116.24
Big Intervale,46.44,-60.93
Big Intervale Cape North,46.84,-60.59
Big Island,45.66,-62.42
Big Island 31D,49.12,-94.63
Big Island 31E,49.13,-94.6
Big Island 31F,49.16,-94.64
Big Island 37,49.17,-94.76
Big Island Lake Cree Territory,54.42,-109.59
Big Island Mainland 93,49.08,-94.3
Big Joe's Meadow 7,52.43,-122.62
Big Lake,44.52,-63.86
Big Lake,45.74,-82.05
Big Lots,44.41,-64.4
Big Marsh,45.81,-61.605
Big Pond,45.92,-60.52
Big Pond Centre,45.88,-60.57
Big Prairie Settlement,55.59,-116.32
Big Ridge,45.94,-60.21
Big River 118,53.55,-107.12
Big River 118A,53.46,-107.04
Big Shell,53.19,-107.13
Big White,49.72,-118.92
Bigelow,47.29,-79.51
Biggar Ridge,46.54,-67.28
Bigney,45.72,-63
Bigwin,45.24,-79.02
Bigwood,46.03,-80.6
Bihl' K' A 18,55,-125.38
Bihl' K'a Chah 20,54.57,-125
Bihlk'a 6,54.56,-124.9
Bill Lake 37,54.4,-130.05
Billings,45.875,-82.22
Billings Bridge,45.38,-75.67
Bill's Corners,42.81,-80.37
Billtown,45.12,-64.57
Bilodeau,48.32,-72.15
Binche 10,54.58,-124.27
Binche 12,54.61,-124.44
Binche 2,54.57,-124.5
Binche Bun 7,54.61,-124.43
Bindloss,50.88,-110.27
Binkham,43.81,-80.1
Binta Lake 2,53.85,-125.43
Birch Cliff,43.68,-79.27
Birch Cove,53.95,-114.36
Birch Cove,44.68,-63.66
Birch Grove,46.12,-59.95
Birch Haven,46.32,-79.41
Birch Hill,45.2,-63.17
Birch Landing,50.65,-96.59
Birch Manor,45.42,-75.76
Birch Plain,46.5,-60.43
Birch Point,44.51,-78.59
Birch Portage 184A,54.88,-102.6
Birch Ridge,46.52,-66.29
Bircham,51.45,-113.43
Birchcliff,52.36,-114.11
Birchland Manor,49.26,-122.75
Birchmount Park,43.71,-79.26
Birchton,45.37,-71.66
Birchtown,43.74,-65.38
Birchwood,45.7,-63.78
Birchwood,43.52,-79.62
Birchy Cove,49.68,-56.02
Birchy Head,44.57,-64.04
Bird,56.5,-94.21
Bird Cove,51.04,-56.93
Birdell,44.16,-80.5
Birds Creek,45.1,-77.87
Birds Hill,49.97,-97
Bird's Point,50.54,-102.34
Birdsalls,44.28,-78.05
Birdtail Creek 57,50.26,-101.16
Birdtail Hay Lands 57A,50.21,-101.11
Birdtail Sioux,50.26,-101.15
Birdtail Sioux Dakota Nation 57C,50.52,-101.15
Birdton,46.11,-66.82
Birge Mills,43.66,-80.25
Birkendale,45.29,-78.97
Birmingham,50.96,-102.93
Birnam,43.05,-81.87
Birnie,50.44,-99.44
Birnie Island 18,54.59,-130.45
Birr,43.12,-81.33
Birsay,51.1,-106.98
Biscotasing,47.29,-82.1
Bishop Bluffs 10,53.09,-124.32
Bishop Bluffs 5,53.06,-124.3
Bishop Bluffs 6,53.08,-124.31
Bishop Corners,44.78,-77.17
Bishop's Cove,47.63,-53.23
Bishops Falls South,49,-55.49
Bishops Mills,44.87,-75.7
Bishopsgate,43.1,-80.4
Bishopville,45.02,-64.25
Bismarck,43.04,-79.5
Bisseltown,44.68,-75.67
Bisset,53.45,-113.39
Bissett Creek,46.22,-78.06
Bistcho Lake 213,59.64,-118.46
Bittern Lake 218,53.89,-105.82
Black Avon,45.54,-61.78
Black Bank,44.22,-80.15
Black Bay,45.87,-77.36
Black Bridge,44.98,-79.25
Black Brook,45.77,-61.03
Black Cape,48.13,-65.82
Black Creek,49.83,-125.13
Black Creek,43.47,-78.025
Black Donald,45.22,-76.9
Black Duck Cove,48.28666667,-54.46
Black Duck Pond,47.57,-53.26
Black Horse Corner,43.08,-79.19
Black Lake,46.04,-71.36
Black Lake,59.13,-105.6
Black Pines,50.93,-120.25
Black Point,47.94,-66.1
Black Point,45.77666667,-62.35333333
Black Point,56.36,-109.44
Black Rapids,44.5,-76.09
Black River,46.115,-65.545
Black River,45.59333333,-62.90666667
Black River,45.07,-74.87
Black River 9,50.82,-96.31
Black River Bridge,47,-65.28
Black River Lake,44.97,-64.37
Black River Road,45.26,-65.97
Black River Road,45.72,-63.93
Black River-Matheson,48.51,-80.16
Black Rock,47.74,-65.23
Black Rock,45.73,-62.58
Black Slate 11,53.23,-132.26
Black Sturgeon,56.83,-100.57
Blackburn,45.43,-75.54
Blackburn Hamlet,45.43,-75.56
Blackcomb,50.11,-122.94
Blacketts Lake,46.06,-60.32
Blackhead,47.52,-52.65
Blackheath,43.07,-79.82
Blackland,46.595,-66.75
Blackpool,51.6,-120.1
Blackpool,45.01,-73.45
Blacks Corners,44.14666667,-78.76
Blackstock,44.1,-78.81
Blackstone,46.12,-61.3
Blackstone Lake,45.24,-79.88
Blackwater,44.23,-79.05
Blackwater 1,53.33,-122.88
Blackwater Meadow 11,52.72,-125.52
Blackwell,43.02,-82.31
Bladworth,51.36,-106.13
Blaeberry,51.43,-117.06
Blagousse,47.47,-70.37
Blair,43.38,-80.38
Blair Athol,47.94,-66.55
Blairhampton,45.02,-78.65
Blairs Settlement,44.63,-76.4
Blairton,44.46,-77.76
Blake,43.45,-81.65
Blakeney,45.26,-76.24
Blanchard Road,45.47,-62.47
Blanchards Hill,44.78,-76.09
Blanchard's Landing,46.28,-79.02
Blanche,43.5,-65.4
Blanche,45.74,-75.34
Blanche-Mills,45.61,-75.24
Blandford,44.49,-64.1
Blandford-Blenheim,43.24,-80.58
Blaney Ridge,45.79,-67.15
Blantyre,44.5,-80.63
Blessington,44.26,-77.26
Blewett,49.47,-117.4
Blezard,44.29,-78.09
Blezard Valley,46.6,-81.05
Blind Channel,50.41,-125.5
Blind Creek 6,49.18,-119.73
Blind Creek 6A,49.19,-119.75
Blink Bonnie,43.29,-80.64
Blissfield,46.58,-66.06
Block 14,46.75,-65.32
Blockhouse,44.44,-64.41
Blomidon,45.22,-64.36
Blood 148,49.51,-113.18
Blood 148A,49.04,-113.7
Bloodvein 12,51.77,-96.68
Bloomfield Ridge,46.02,-66.08
Bloomingdale,43.5,-80.46
Bloomington,44.85,-64.99
Bloomington,44.63,-77.07
Bloomsburg,42.88,-80.29
Bloordale Gardens,43.63,-79.56
Blossom Park,45.34,-75.62
Blouin,46.7,-71
Blount,43.96,-80.02
Blowdown,46.02,-67.76
Blubber Bay,49.78,-124.61
Blucher,52.01,-106.2
Blucher Hall,51.1,-120.01
Blue Bell Corner,46.94,-67.61
Blue Church,44.68,-75.55
Blue Cove,51.09,-56.87
Blue Hill,46.63,-67.77
Blue Hills,45.88,-74.28
Blue Lake 24,54.99,-123.09
Blue Mountain,45.175,-63.475
Blue Mountain,44.67,-77.94
Blue Mountain Bend,47.09,-67.27
Blue Mountain Settlement,47.54,-65.67
Blue Quill,53.46,-113.53
Blue Quill Estates,53.45,-113.52
Blue Quills First Nation,53.99,-111.37
Blue River 1,59.7,-128.96
Blue Rocks,44.35,-64.24
Blue Sea,46.2,-76.08
Blue Springs,43.61,-80.09
Blue Water Beach,43.71,-81.72
Blueberry River 205,56.7,-121.1
Blueridge,49.32,-122.99
Blues Mills,45.92,-61.19
Bluevale,43.85,-81.25
Bluewater Beach,44.62,-79.99
Blumenfeld,49.05,-97.95
Blumenheim,52.4,-106.41
Blumenhof,50.01,-107.7
Blumenort South,49,-97.65
Blumenthal,52.48,-106.38
Blytheswood,42.12,-82.59
Boat Harbour West 37,45.65,-62.65
Bobby Cove,49.82,-55.75
Bobs Lake,44.64,-76.65
Bocabec,45.17,-66.98
Bocabec Cove,45.16,-67.03
Bodmin,53.75,-107
Bogart,44.49,-77.24
Bogarttown,44.04,-79.42
Boggy Creek,51.53,-101.35
Bogies Beach,43.81,-81.72
Bognor,44.52,-80.74
Bogton,45.06,-73.5
Boharm,50.4,-105.71
Boileau,45.91,-74.76
Boilleau,48.09,-70.82
Bois-Blanc,47.62,-65.08
Bois-Blanc,46.24,-73.12
Boisbriand,45.61,-73.83
Bois-Brûlé,48.71,-64.29
Boischatel,46.9,-71.15
Boisdale,46.09,-60.5
Bois-des-Bel,47.95,-69.43
Bois-des-Filion,45.66,-73.75
Bois-Franc,46.5,-75.98
Bois-Gagnon,47.52,-65.17
Boishébert,47.56,-64.98
Boisjoli,46.45,-64.75
Boisville,47.37,-61.93
Boland's Bay,46.65,-80.76
Bolger,45.68,-80.11
Bolingbroke,44.75,-76.51
Bolsover,44.53,-79.05
Bolton Centre,45.2,-72.35
Bolton Forest,45.29,-72.28
Bolton Glen,45.2,-72.43
Bolton-Est,45.2,-72.35
Bolton-Ouest,45.23,-72.45
Bon Air,46.01,-80.57
Bon Echo,44.89,-77.19
Bona Vista,45.26,-79.07
Bonaparte 3,50.85,-121.36
Bonarlaw,44.42,-77.62
Bonaventure Industrial,53.58,-113.56
Bonaventure-Est,48.02,-65.46
Bonavista,48.63,-53.1
Bonavista Downs,50.94,-114.03
Bond Head,44.08,-79.67
Bon-Désir,48.27,-69.47
Bondi Village,45.29,-79.01
Bondiss,54.59,-112.69
Bongard,44.05,-76.95
Bongard Corners,44.05,-76.92
Boninville,46.59,-81.09
Bonnechere,45.64,-77.57
Bonnechere Valley,45.45,-77.13
Bonne-Espérance,51.38,-57.66
Bonnet Hill,53.9,-122.61
Bonney Road,45.47,-65.84
Bonnie Beach,44.56,-79.3
Bonnie Doon,53.51,-113.46
Bonnington Falls,49.46,-117.48
Bonnyville Beach,54.23,-110.86
Bonsecours,45.41,-72.28
Bon-Secours,46.36,-65.03
Bonshaw,46.19,-63.35
Bonville,45.12,-74.82
Bookton,42.94,-80.5
Boom Road,46.95,-65.78
Bootahnie 15,50.4,-121.53
Booth,46.19,-79.33
Booth Landing,46.14,-79.2
Boothroyd,49.96,-121.48
Boothroyd 13,49.98,-121.49
Boothroyd 5A,49.98,-121.48
Boothroyd 5B,49.96,-121.49
Boothroyd 5C,49.96,-121.47
Boothroyd 6A,50,-121.5
Boothroyd 6B,50.01,-121.51
Boothroyd 8A,50.04,-121.53
Boothville,44.14,-80.62
Bordeaux,45.54,-73.69
Borden Farm,45.35,-75.73
Borden Range and Training Area,44.27,-79.95
Bordenwood,44.71,-77.04
Borneo,45.28,-61.9
Bornholm,43.53,-81.14
Bornish,43.1,-81.67
Borups Corners,49.58,-92.32
Boscobel,45.5,-72.39
Boskung,45.07,-78.75
Boston,43.27,-80.09
Boston Bar 10,49.85,-121.4
Boston Bar 11,49.8,-121.45
Boston Bar 1A,49.83,-121.42
Boston Bar 8,49.84,-121.42
Boston Bar 9,49.87,-121.43
Boston Creek,48.01,-79.93
Boston Mills,43.76,-79.92
Boswarlos,48.57,-58.82
Boswell,49.45,-116.76
Bosworth,43.78,-80.64
Botany,42.49,-81.98
Bothwell's Corner,44.57,-80.87
Botsford Portage,46.19,-64.24
Bottle Lake 61B,50.62,-100.17
Boucher,47.4,-68.34
Bouchie Lake,53.01,-122.6
Boucks Hill,44.98,-75.21
Boudreau,46.22,-64.48
Boudreau Road,47.63,-64.94
Boudreau Village,45.91,-64.6
Boudreau-Corners,45.17,-71.76
Boudreauville,45.5,-60.96
Bougainville,48.65,-64.26
Boularderie Centre,46.19,-60.52
Boularderie East,46.23,-60.47
Boulder Creek 5,51.46,-120.13
Boulderwood,44.62,-63.59
Boulogne,45.84,-72.65
Boulter,45.21,-77.63
Boundary,47.37,-68.72
Boundary Bay,49,-123.03
Boundary Creek,46.05,-65
Bourdages Corner,46.72,-84.29
Bourdeau,45.5,-79.54
Bourgault,47.19,-70.28
Bourgeois,46.35,-64.53
Bourgeois Mills,46.17,-64.41
Bourg-la-Reine,46.89,-71.25
Bourg-Louis-Station,46.85,-71.77
Bourg-Royal,46.88,-71.25
Bourkes,48.29,-80.22
Bourlamaque,48.1,-77.76
Bowen Corner,45.07,-77.69
Bowen Island,49.37,-123.34
Bowermans,44,-77.36
Bowers Beach,44.48,-80.14
Bowling Green,43.94,-80.25
Bowman,45.91,-75.66
Bown,45.47,-71.42
Bowness,51.08,-114.16
Bowood,43.08,-81.53
Bowser,49.43,-124.66
Box Alder,48.56,-93.67
Box Grove,43.85,-79.23
Boyds,45.09,-76.25
Boyds Corner,46.26,-66.82
Boyer,46.85,-70.87
Boyer 164,58.45,-116.26
Boyer Settlement,58.45,-116.06
Boyle Street,53.55,-113.47
Boylston,45.43,-61.5
Boyne,43.48,-79.83
Boynton,45.11,-72.08
Brabant,56.11,-103.75
Bracken,49.17,-108.09
Brackenrig,45.11,-79.52
Brackley,46.3,-63.14
Brada,52.71,-108.18
Bradburn Subdivision,42.87,-80.75
Bradens Bay,44.45,-79.49
Bradley,43.29,-81.85
Bradley Corner,46.39,-67.7
Bradlo,49.6,-83.64
Brador,51.46,-57.24
Bradshaw,43.71,-79.455
Bradwardine,49.99,-100.46
Bradwell,51.94,-106.23
Brady Lake,45.04,-78.83
Braeheid Survey,43.33,-79.91
Braemar,43.19,-80.84
Braemar Heights,48.41,-123.5
Braemar Park,45.36,-75.75
Braeshore,45.7,-62.65
Bralorne,50.76,-122.81
Bramalea,43.72,-79.71
Bramalea Woods,43.71,-79.73
Bramber,45.18,-64.14
Brancepeth,53,-105.26
Branch LaHave,44.44,-64.62
Branchton,43.3,-80.26
Brander Gardens,53.49,-113.57
Brandy Point,43.43,-81.22
Brant Hills,43.36,-79.84
Bras d'Or,46.25,-60.28
Bras-d'Apic,46.95,-70.18
Brass Hill,43.55,-65.6
Brasset,48.81,-64.57
Bray Lake,45.88,-79.41
Brazeau Dam,52.97,-115.58
Brazil Lake,43.99,-66
Bread and Cheese,47.31,-52.79
Breadalbane,46.73,-65.88
Breadalbane,45.47,-74.58
Breadalbane,46.35,-63.5
Breau Creek,45.96,-64.51
Breau Road,47.29,-65.12
Breault,46.19,-72.33
Breau-Village,46.37,-64.63
Brébeuf,46.06,-74.66
Brèche-à-Manon,48.4,-64.44
Brechin Beach,44.53,-79.2
Brechin Point,44.53,-79.2
Breckenridge,45.47,-75.95
Bremen,52.36,-105.7
Brennan's Hill,45.78,-75.95
Brent,46.03,-78.48
Brentha,47.78,-79.9
Brenton,43.96,-66.04
Brent's Cove,49.93,-55.7
Brentwood,51.08,-114.13
Brentwood,45.22,-63.28
Brentwood,44.34,-79.93
Brentwood Bay,48.58,-123.45
Brentwood Park,49.27,-122.99
Bresaylor,52.96,-108.76
Brest,46.46,-65
Bretagneville,46.71,-65.03
Brethour,47.71,-79.56
Breton Cove,46.45,-60.46
Brevoort Park,52.11,-106.61
Brew Bay,49.76,-124.38
Brewer Lake,44.4,-76.32
Brewers Mills,46.06,-67.01
Brewers Mills,44.41,-76.3
Brewster Bay,50.77,-96.98
Briar Lake,44.14,-65.96
Briargreen,45.33,-75.78
Briars Park,44.32,-79.34
Brickley,44.25,-77.93
Brickton,44.9,-65.12
Bridal Falls,49.18,-121.73
Bridesville,49.03,-119.15
Bridge End,45.26,-74.44
Bridge Lake,51.48,-120.71
Bridge River 1,50.79,-122.02
Bridge River 2,50.79,-121.86
Bridgedale,46.06,-64.73
Bridgeford,50.93,-106.41
Bridgeland,51.05,-114.03
Bridgeport,46.2,-59.99
Bridgeport,43.48,-80.48
Bridgetown East,44.85,-65.24
Bridgetown North,44.85,-65.29
Bridgeview,49.21,-122.86
Bridgeview,44.67,-63.65
Bridgeview,42.29,-83.05
Bridgeview Survey,43.3,-79.9
Bridgeville,45.43,-62.6
Bridgeville,48.6,-64.32
Bridlewood,50.9,-114.11
Bridlewood,45.28,-75.85
Brier Hill,44.55,-76.16
Brier Industrial Estates,50.05,-110.72
Brierly Brook,45.6,-62.06
Brigade Lake,50.5,-120.3
Briggs Corner,46.215,-66.78
Briggs Spur,52.07,-100.65
Brigham,45.25,-72.85
Brigham Creek 3,51.76,-123.29
Brighouse,49.16,-123.13
Bright,43.26,-80.65
Brighton Beach,43.275,-81.28
Brightside,45.12,-76.49
Brightstone,50.28,-96.16
Brill,45.26,-72.43
Brilliant,49.32,-117.64
Brimstone,43.8,-80
Brinkman's Corners,45.14,-81.39
Brinsley,43.2,-81.53
Brinston,44.93,-75.35
Brisay,54.44,-70.51
Brisbane,43.74,-80.07
Brise-du-Lac,46.1,-74.04
Brisson,45.29,-75.32
Bristol Mines,45.49,-76.34
Bristol Ridge,45.62,-76.41
Bristol's Hope,47.72,-53.19
Britainville,45.73,-82.4
Britannia,51,-114.08
Britannia,48.14,-53.72
Britannia,44.75666667,-78.17666667
Britannia Bay,45.36,-75.79
Britannia Heights,45.36,-75.78
Britannia Road,45.27,-79.17
Britannia Youngstown,53.54,-113.6
British Properties,49.35,-123.13
British Settlement,45.87,-64.38
Britton,43.67,-80.92
Broad Cove,47.57,-54.22
Broad Cove,45.225,-62.855
Broad Cove Banks,46.22,-61.32
Broad Cove Chapel,46.25,-61.26
