,Municipality,Longitude,Latitude
787,Bas-de-Sainte-Rose,-73.74,45.65
788,Base des Forces canadiennes Bagotville,-70.98,48.32
789,Base des Forces canadiennes Borden,-79.91,44.26
790,Base des Forces canadiennes Chilliwack,-121.96,49.1
791,Base des Forces canadiennes Cold Lake,-110.27,54.4
792,Base des Forces canadiennes Comox,-124.9,49.71
793,Base des Forces canadiennes Esquimalt,-123.42,48.43
794,Base des Forces canadiennes Gagetown,-66.45,45.83
795,Base des Forces canadiennes Goose Bay,-60.41,53.3
796,Base des Forces canadiennes Greenwood,-64.92,44.98
797,Base des Forces canadiennes Halifax,-63.58,44.65
798,Base des Forces canadiennes Kingston,-76.44,44.24
799,Base des Forces canadiennes Montréal,-73.42,45.5
800,Base des Forces canadiennes Moose Jaw,-105.55,50.34
801,Base des Forces canadiennes North Bay,-79.41,46.35
802,Base des Forces canadiennes Petawawa,-77.29,45.91
803,Base des Forces canadiennes Shilo,-99.63,49.8
804,Base des Forces canadiennes Suffield,-111.17,50.27
805,Base des Forces canadiennes Trenton,-77.54,44.11
806,Base des Forces canadiennes/unité de soutien de secteur Valcartier,-71.55,46.96
807,Basin Depot,-77.78,45.72
808,Basin Mines,-80.65,46.61
809,Basingstoke,-79.62,43.1
810,Baskin's Beach,-76.01,45.47
811,Basque 18,-121.32,50.63
812,Bass Creek,-82.01,45.8
813,Bass Lake Park,-79.48,44.61
814,Bass River Point,-65.04,46.55
815,Basse-Aboujagane,-64.41,46.13
816,Basse-Ville,-75.69,45.43
818,Bassin,-61.93,47.22
819,Bassin-du-Lièvre,-75.43,45.54
820,Basswood,-100.03,50.3
821,Basswood Ridge,-67.35,45.31
822,Bastarache,-64.89,46.45
823,Batchelor Hills,-120.36,50.71
824,Bateman,-106.74,50.0
825,Batemans Mills,-64.62,46.23
826,Bates Settlement,-67.32,46.0
827,Bateston,-59.9,46.0
828,Bathurst Mines,-65.79,47.4
829,Batiscan,-72.25,46.5
830,Bat-l-ki 3,-126.4,50.89
831,Batteaux,-80.17,44.46
832,Battrum,-108.33,50.55
833,Baturyn,-113.5,53.63
834,Bauline,-52.81,47.7
835,Baxters Corners,-75.79,45.16
836,Baxters Harbour,-64.51,45.22
837,Bay Beach,-79.07,42.86
838,Bay du Vin,-65.13,47.04
839,Bay du Vin Beach,-65.13,47.05
840,Bay Road,-67.22,45.21
841,Bay Road Valley,-60.47,46.96
842,Bay St. Lawrence,-60.46,47.0
843,Bay View,-65.49,45.37
846,Bayard,-74.82,46.36
848,Bayers Settlement,-63.14,44.74
849,Bayfield Inlet,-80.49,45.62
850,Bayham,-80.79,42.75
851,Bayhead,-63.36,45.73
852,Bayport,-64.31,44.32
853,Bayshore,-64.94,47.37
855,Bayshore Estates,-79.62,44.36
856,Bayswater,-66.13,45.35
859,Baytona,-54.78,49.33
860,Bayview,-114.1,50.96
862,Bayview Beach,-79.53,44.23
863,Bayview Heights,-108.39,53.13
864,Bayview Park,-79.81,44.85
865,Bayview Point,-80.94,44.61
866,Bayview Village,-79.38,43.77
867,Baywood Park,-79.43,44.51
868,Beach Grove,-123.05,49.03
869,Beach Meadows,-64.63,44.06
870,Beachcomber Bay,-119.37,50.24
871,Beachside,-55.89,49.64
872,Beacon Heights,-113.4,53.57
874,Beacon Hill,-109.65,54.35
875,Beacon Hill North,-75.6,45.45
876,Beacon Hill South,-75.59,45.44
877,Beaconia,-96.55,50.44
878,Beaconsfield,-67.58,46.045
882,Beadle,-109.0,51.46
883,Beales Mills,-75.97,44.57
884,Bealton,-80.22,42.99
885,Bear Bay 8,-124.95,50.83
886,Bear Cave,-79.6,45.31
887,Bear Cove,-63.54,44.53
888,Bear Creek,-108.94,56.29
889,Bear Island,-67.02,45.92
891,Bear Island 1,-80.07,46.98
892,Bear Lake (Fort Connelly) 4,-126.86,56.19
893,Bear Lake (Tsaytut Bay) 1B,-126.79,56.1
894,Bear Lake (Upper Driftwood River) 1A,-126.64,55.97
895,Bear Line,-82.29,42.44
896,Bear Mountain,-123.52,48.46
897,Bear Point,-65.65,43.48
899,Bear River,-65.63,44.57
900,Bear River (Sustut River) 3,-126.96,56.27
901,Bear River 6,-65.61,44.55
902,Bear River 6A,-65.47,44.66
903,Bear River 6B,-65.5,44.7
904,Bear River East,-65.59,44.6
905,Bear River North,-62.36,46.43
906,Bear River South,-62.35,46.38
907,Bear Valley,-79.71,45.96
908,Bearbrook,-75.33,45.38
909,Beardy's & Okemasis 96 & 97-A,-104.36,51.63
910,Beardy's & Okemasis 96 & 97-B,-106.45,52.8
911,Beardy's & Okemasis 96 & 97-C,-106.45,52.96
912,Beardy's 97 and Okemasis 96,-106.33,52.82
913,Bearspaw,-113.5,53.44
914,Beaton River 204 (North Half),-120.8,56.73
915,Beaton River 204 (South Half),-120.81,56.72
916,Beatrice,-79.38,45.15
917,Beatty,-76.74,45.02
919,Beaubassin East,-64.31,46.17
920,Beaubassin-Est,-64.31,46.17
921,Beaubier,-104.07,49.12
922,Beaucage,-79.65,46.35
923,Beauceville-Est,-70.76,46.2
924,Beauchampville,-75.42,45.57
925,Beaudoin-Centre,-71.57,45.87
926,Beaudry,-79.15,48.11
927,Beaufield,-109.1,51.75
928,Beaufort,-67.28,46.58
929,Beauglen,-65.94,48.26
930,Beaulac,-73.9,46.03
931,Beauly,-61.81,45.52
932,Beaumaris,-113.5,53.6
934,Beaumonde Heights,-79.57,43.74
935,Beaumont-Est,-70.96,46.8
936,Beauport,-71.18,46.86
937,Beaupré,-70.9,47.05
938,Beaurepaire,-73.88,45.41
939,Beauséjour,-68.53,48.37
940,Beauval Forks 1920,-107.7,55.1
941,Beauvallon,-111.36,53.65
942,Beaux-Rivages,-75.25,46.55
943,Beaver Bank,-63.68,44.82
944,Beaver Brook,-64.79,45.69
946,Beaver Brook Station,-65.6,47.12
947,Beaver Cove,-126.86,50.53
949,Beaver Crossing,-110.2,54.36
950,Beaver Dam,-66.69,45.78
952,Beaver Dams,-79.21,43.1
953,Beaver Falls,-117.58,49.08
954,Beaver Flat,-107.66,50.66
955,Beaver Harbour,-66.74,45.07
957,Beaver Islands 8,-124.5,54.46
958,Beaver Lake,-111.9,54.76
961,Beaver Lake 131,-111.87,54.66
962,Beaver Lake 17,-62.76,45.02
963,Beaver Meadow,-62.1,45.56
965,Beaver Mines,-114.19,49.45
966,Beaver Point,-123.38,48.76
967,Beaver Ranch 163,-115.74,58.43
968,Beaver Ranch 163a,-115.71,58.46
969,Beaver Ranch 163b,-115.79,58.52
970,Beaver River,-66.14,44.0
971,Beaverdale,-80.61,44.4
972,Beaverdam Lake,-65.42,43.66
973,Beaverley,-122.88,53.81
974,Beavers Corner,-80.01,43.07
975,Beaverstone Bay,-81.15,46.0
976,Bechard,-104.21,50.05
977,Becher,-82.35,42.65
978,Becher Bay 1,-123.59,48.33
979,Becher Bay 2,-123.59,48.32
980,Becketts Bridge,-79.37,42.97
981,Becketts Creek,-75.35,45.51
982,Becketts Landing,-75.68,45.05
983,Becketville,-65.99,47.89
984,Beckim Settlement,-67.72,46.3
985,Beckstead,-75.17,45.04
986,Beckwith,-63.81,45.83
988,Beddington Heights,-114.07,51.12
989,Bedec,-64.77,46.68
990,Bedell,-75.63,44.99
991,Bedell Settlement,-67.65,46.13
992,Bedeque,-63.72,46.33
993,Bedford Mills,-76.4,44.6
994,Bedford Park,-79.4,43.73
995,Bedford Range,-63.66,44.74
996,Bedford Road,-67.48,46.88
997,Beebe,-72.14,45.01
998,Beech Beach,-83.89,46.11
999,Beech Corners,-77.05,44.94
1000,Beech Glen,-67.68,46.69
1001,Beech Grove,-76.16,45.55
1002,Beech Hill,-64.76,45.9
1004,Beech Hill Farms,-64.79,43.98
1005,Beechmont,-60.37,46.08
1006,Beechmount,-77.96,45.06
1007,Beechville,-63.68,44.63
1008,Beechwood Park,-63.64,44.66
1009,Beersville,-65.07,46.44
1010,Bees 6,-128.74,53.92
1011,Beeton,-79.78,44.08
1012,Beinn Bhreagh,-60.71,46.11
1013,Bel Air Heights,-75.75,45.35
1014,Bel Air Park,-75.76,45.35
1015,Bel Ayr Park,-63.51,44.67
1016,Belair,-64.83,46.06
1017,Bélair,-96.55,50.6
1019,Bel-Aire,-114.08,51.0
1020,Belanger,-81.13,46.56
1021,Belangers Corner,-76.71,45.4
1022,Belbutte,-107.81,53.36
1023,Belcarra,-122.91,49.31
1024,Belcher Street,-64.46,45.08
1025,Belcourt,-77.35,48.4
1026,Belcreft Beach,-82.98,42.01
1027,Belfast,-81.55,43.91
1029,Belford,-79.18,43.88
1030,Belfountain,-80.01,43.79
1031,Belgravia,-113.53,53.5
1032,Belhaven,-79.42,44.26
1033,Bell Ewart,-79.54,44.27
1034,Bell Falls,-74.68,45.77
1035,Bell Grove,-67.56,46.91
1037,Bell Neck,-65.9,43.87
1038,Bell Rapids,-77.79,45.38
1039,Bella Bella,-128.14,52.16
1040,Bella Bella 1,-128.15,52.15
1041,Bella Coola 1,-126.72,52.37
1042,Bella Lake Exchange Lands,-94.55,53.88
1043,Bellamys,-75.79,44.7
1044,Bellamys Mill,-76.02,44.72
1045,Bellburns,-57.52,50.32
1046,Belle Air Beach,-79.53,44.28
1047,Belle Côte,-61.09,46.44
1048,Belle Plaine,-105.15,50.39
1049,Belle Vallée,-79.59,47.65
1050,Belle-Anse,-64.22,48.62
1051,Bellecombe,-78.93,48.09
1052,Belledune River,-65.88,47.91
1053,Belle-eau-Claire Beach,-80.05,44.72
1054,Bellefeuille,-74.75,46.62
1055,Bellefleur,-67.87,47.11
1056,Bellefond,-65.64,47.11
1057,Bellegarde,-101.54,49.53
1058,Belleisle,-65.4,44.8
1059,Belle-Marche,-60.99,46.61
1060,Bellerive-sur-le-Lac,-74.99,46.39
1061,Belle-Rivière,-74.09,45.62
1062,Belleview,-100.85,49.6
1063,Belleview Beach,-79.35,42.86
1064,Belleville North,-65.93,43.86
1065,Belleville South,-65.91,43.84
1066,Bellevue,-113.895,51.57
1068,Belley,-70.48,47.54
1069,Bellheck,-76.96,44.52
1070,Bellis,-112.15,54.14
1071,Belliveau Village,-64.61,45.94
1072,Bellmans Cove,-58.75,48.55
1073,Bellrock,-76.76,44.47
1074,Bells Corners,-76.09,45.125
1075,Bells Crossing,-75.82,44.75
1076,Bells Mills,-64.79,46.62
1077,Bellsite,-101.05,52.59
1078,Bellwood,-77.03,45.41
1079,Belmeade,-75.49,45.12
1080,Belmina,-71.47,45.98
1081,Belmont Park,-123.46,48.43
1082,Belmore,-81.18,43.95
1083,Belnan,-63.52,44.99
1084,Belton,-81.13,43.17
1085,Belval,-70.81,46.54
1086,Belvedere,-113.43,53.6
1087,Belvédère,-73.9,45.35
1088,Belvédère-Heights,-71.89,45.34
1089,Belyeas Cove,-66.0,45.71
1090,Ben Eoin,-60.45,45.96
1091,Ben Lomond,-65.9,45.33
1092,Benacadie,-60.72,45.94
1093,Benalto,-114.27,52.3
1094,Bénard,-97.84,49.91
1095,Benchlands,-114.8,51.28
1096,Bendale,-79.25,43.76
1097,Benjamin River,-66.16,47.95
1098,Benmiller,-81.62,43.72
1099,Bennett Bay,-64.46,45.23
1100,Bennies Corners,-76.26,45.25
1101,Bennington,-80.95,43.19
1102,Bennington Heights,-79.37,43.69
1103,Benny,-81.62,46.78
1104,Benoit,-64.96,47.48
1106,Benoits Siding,-59.19,47.82
1107,Bensfort Corners,-78.28,44.17
1108,Benson,-103.01,49.45
1109,Benson Corner,-67.19,45.21
1110,Bent River,-79.54,45.21
1111,Bentinck,-80.87,44.25
1112,Bentinck Island Range,-123.54,48.31
1113,Bentpath,-82.17,42.71
1114,Benvoulin,-119.43,49.88
1115,Benyks Point,-99.56,51.56
1116,Berens River 13,-96.98,52.34
1117,Bergland,-94.38,48.95
1118,Bergman,-113.4,53.51
1119,Berkshire Village,-81.27,42.96
1120,Bernatchez,-70.11,46.63
1121,Bernières,-71.35,46.68
1122,Berriedale,-79.38,45.66
1123,Berry,-78.26,48.81
1124,Berry Mills,-64.93,46.1
1125,Berry Mills Heights,-64.85,46.1
1126,Berryton,-64.87,45.88
1128,Berthier-sur-Mer,-70.73,46.91
1129,Bertwell,-102.56,52.58
1130,Bervie,-81.5,44.13
1131,Berwick North,-64.74,45.05
1132,Berwick West,-64.76,45.02
1133,Berylvale,-80.99,48.95
1134,Bessemer,-77.63,45.04
1135,Best's Harbour,-54.21,47.57
1136,Bestwick,-120.08,50.56
1137,Béthanie,-72.43,45.5
1138,Bethel,-66.91,45.15
1140,Béthel,-72.35,45.58
1141,Bethesda,-78.71666667,44.1
1142,Bethune Bush,-75.24,45.05
1143,Betsiamites,-68.69,49.03
1144,Bettsburg,-66.25,46.46
1145,Betty Creek 18,-125.4,52.91
1146,Betula Beach,-114.66,53.54
1147,Beulah,-101.03,50.26
1149,Beveridge Locks,-76.13,44.87
1150,Beverley,-107.96,50.26
1151,Beverley Acres,-79.41,43.87
1152,Beverley Hills,-79.47,44.19
1153,Beverley Isles,-79.48,44.19
1154,Beverly Heights,-113.4,53.56
1155,Bexley,-78.91,44.65
1156,Bickford,-82.42,42.76
1157,Bidwell,-81.98,45.8
1158,Bield,-101.15,51.22
1159,Bieman's Corners,-80.99,44.0
1160,Bienvenu,-79.23,48.8
1161,Big Baddeck,-60.79,46.14
1162,Big Bar Creek,-122.13,51.18
1163,Big Bay Point,-79.51,44.4
1164,Big Black River,-97.42,53.16
1165,Big Bras d'Or,-60.41,46.28
1166,Big Brook,-61.22,45.78
1167,Big Cedar,-78.17,44.57
1168,Big Cedar Point,-79.52,44.29
1169,Big Chute,-79.67,44.88
1170,Big Eddy,-118.21,51.0
1171,Big Eddy Settlement,-101.32,53.85
1172,Big Farm,-60.82,46.1
1173,Big Fork,-93.67,48.52
1174,Big Grassy River 35G,-94.3,49.05
1175,Big Harbour,-60.6,46.14
1176,Big Harbour Island,-60.94,45.86
1177,Big Hole,-65.82,47.04
1178,Big Hole Brook,-66.21,46.57
1179,Big Hole Tract 8 (North Half),-65.79,47.06
1180,Big Hole Tract 8 (South Half),-65.79,47.03
1181,Big Horn 144A,-116.24,52.38
1182,Big Intervale,-60.93,46.44
1183,Big Intervale Cape North,-60.59,46.84
1184,Big Island,-62.42,45.66
1185,Big Island 31D,-94.63,49.12
1186,Big Island 31E,-94.6,49.13
1187,Big Island 31F,-94.64,49.16
1188,Big Island 37,-94.76,49.17
1189,Big Island Lake Cree Territory,-109.59,54.42
1190,Big Island Mainland 93,-94.3,49.08
1191,Big Joe's Meadow 7,-122.62,52.43
1192,Big Lake,-63.86,44.52
1194,Big Lots,-64.4,44.41
1195,Big Marsh,-61.605,45.81
1196,Big Pond,-60.52,45.92
1197,Big Pond Centre,-60.57,45.88
1198,Big Prairie Settlement,-116.32,55.59
1199,Big Ridge,-60.21,45.94
1200,Big River 118,-107.12,53.55
1201,Big River 118A,-107.04,53.46
1202,Big Shell,-107.13,53.19
1203,Big White,-118.92,49.72
1204,Bigelow,-79.51,47.29
1205,Biggar Ridge,-67.28,46.54
1206,Bigney,-63.0,45.72
1207,Bigwin,-79.02,45.24
1208,Bigwood,-80.6,46.03
1209,Bihl' K' A 18,-125.38,55.0
1210,Bihl' K'a Chah 20,-125.0,54.57
1211,Bihlk'a 6,-124.9,54.56
1212,Bill Lake 37,-130.05,54.4
1213,Billings,-82.22,45.875
1214,Billings Bridge,-75.67,45.38
1215,Bill's Corners,-80.37,42.81
1216,Billtown,-64.57,45.12
1217,Bilodeau,-72.15,48.32
1218,Binche 10,-124.27,54.58
1219,Binche 12,-124.44,54.61
1220,Binche 2,-124.5,54.57
1221,Binche Bun 7,-124.43,54.61
1222,Bindloss,-110.27,50.88
1223,Binkham,-80.1,43.81
1224,Binta Lake 2,-125.43,53.85
1225,Birch Cliff,-79.27,43.68
1226,Birch Cove,-114.36,53.95
1228,Birch Grove,-59.95,46.12
1229,Birch Haven,-79.41,46.32
1230,Birch Hill,-63.17,45.2
1231,Birch Landing,-96.59,50.65
1232,Birch Manor,-75.76,45.42
1233,Birch Plain,-60.43,46.5
1234,Birch Point,-78.59,44.51
1235,Birch Portage 184A,-102.6,54.88
1236,Birch Ridge,-66.29,46.52
1237,Bircham,-113.43,51.45
1238,Birchcliff,-114.11,52.36
1239,Birchland Manor,-122.75,49.26
1240,Birchmount Park,-79.26,43.71
1241,Birchton,-71.66,45.37
1242,Birchtown,-65.38,43.74
1243,Birchwood,-63.78,45.7
1245,Birchy Cove,-56.02,49.68
1246,Birchy Head,-64.04,44.57
1247,Bird,-94.21,56.5
1248,Bird Cove,-56.93,51.04
1249,Birdell,-80.5,44.16
1250,Birds Creek,-77.87,45.1
1251,Birds Hill,-97.0,49.97
1252,Bird's Point,-102.34,50.54
1253,Birdsalls,-78.05,44.28
1254,Birdtail Creek 57,-101.16,50.26
1255,Birdtail Hay Lands 57A,-101.11,50.21
1256,Birdtail Sioux,-101.15,50.26
1257,Birdtail Sioux Dakota Nation 57C,-101.15,50.52
1258,Birdton,-66.82,46.11
1259,Birge Mills,-80.25,43.66
1260,Birkendale,-78.97,45.29
1261,Birmingham,-102.93,50.96
1262,Birnam,-81.87,43.05
1263,Birnie,-99.44,50.44
1264,Birnie Island 18,-130.45,54.59
1265,Birr,-81.33,43.12
1266,Birsay,-106.98,51.1
1267,Biscotasing,-82.1,47.29
1268,Bishop Bluffs 10,-124.32,53.09
1269,Bishop Bluffs 5,-124.3,53.06
1270,Bishop Bluffs 6,-124.31,53.08
1271,Bishop Corners,-77.17,44.78
1272,Bishop's Cove,-53.23,47.63
1273,Bishops Falls South,-55.49,49.0
1274,Bishops Mills,-75.7,44.87
1275,Bishopsgate,-80.4,43.1
1276,Bishopville,-64.25,45.02
1277,Bismarck,-79.5,43.04
1278,Bisseltown,-75.67,44.68
1279,Bisset,-113.39,53.45
1280,Bissett Creek,-78.06,46.22
1281,Bistcho Lake 213,-118.46,59.64
1282,Bittern Lake 218,-105.82,53.89
1283,Black Avon,-61.78,45.54
1284,Black Bank,-80.15,44.22
1285,Black Bay,-77.36,45.87
1286,Black Bridge,-79.25,44.98
1287,Black Brook,-61.03,45.77
1288,Black Cape,-65.82,48.13
1289,Black Creek,-125.13,49.83
1291,Black Donald,-76.9,45.22
1292,Black Duck Cove,-54.46,48.28666667
1293,Black Duck Pond,-53.26,47.57
1294,Black Horse Corner,-79.19,43.08
1295,Black Lake,-71.36,46.04
1297,Black Pines,-120.25,50.93
1298,Black Point,-66.1,47.94
1301,Black Rapids,-76.09,44.5
1302,Black River,-65.545,46.115
1305,Black River 9,-96.31,50.82
1306,Black River Bridge,-65.28,47.0
1307,Black River Lake,-64.37,44.97
1308,Black River Road,-65.97,45.26
1310,Black River-Matheson,-80.16,48.51
1311,Black Rock,-65.23,47.74
1313,Black Slate 11,-132.26,53.23
1314,Black Sturgeon,-100.57,56.83
1315,Blackburn,-75.54,45.43
1316,Blackburn Hamlet,-75.56,45.43
1317,Blackcomb,-122.94,50.11
1318,Blacketts Lake,-60.32,46.06
1319,Blackhead,-52.65,47.52
1320,Blackheath,-79.82,43.07
1321,Blackland,-66.75,46.595
1322,Blackpool,-120.1,51.6
1324,Blacks Corners,-78.76,44.14666667
1325,Blackstock,-78.81,44.1
1326,Blackstone,-61.3,46.12
1327,Blackstone Lake,-79.88,45.24
1328,Blackwater,-79.05,44.23
1329,Blackwater 1,-122.88,53.33
1330,Blackwater Meadow 11,-125.52,52.72
1331,Blackwell,-82.31,43.02
1332,Bladworth,-106.13,51.36
1333,Blaeberry,-117.06,51.43
1334,Blagousse,-70.37,47.47
1335,Blair,-80.38,43.38
1336,Blair Athol,-66.55,47.94
1337,Blairhampton,-78.65,45.02
1338,Blairs Settlement,-76.4,44.63
1339,Blairton,-77.76,44.46
1340,Blake,-81.65,43.45
1341,Blakeney,-76.24,45.26
1342,Blanchard Road,-62.47,45.47
1343,Blanchards Hill,-76.09,44.78
1344,Blanchard's Landing,-79.02,46.28
1345,Blanche,-65.4,43.5
1347,Blanche-Mills,-75.24,45.61
1348,Blandford,-64.1,44.49
1349,Blandford-Blenheim,-80.58,43.24
1350,Blaney Ridge,-67.15,45.79
1351,Blantyre,-80.63,44.5
1352,Blessington,-77.26,44.26
1353,Blewett,-117.4,49.47
1354,Blezard,-78.09,44.29
1355,Blezard Valley,-81.05,46.6
1356,Blind Channel,-125.5,50.41
1357,Blind Creek 6,-119.73,49.18
1358,Blind Creek 6A,-119.75,49.19
1359,Blink Bonnie,-80.64,43.29
1360,Blissfield,-66.06,46.58
1361,Block 14,-65.32,46.75
1362,Blockhouse,-64.41,44.44
1363,Blomidon,-64.36,45.22
1364,Blood 148,-113.18,49.51
1365,Blood 148A,-113.7,49.04
1366,Bloodvein 12,-96.68,51.77
1367,Bloomfield Ridge,-66.08,46.02
1368,Bloomingdale,-80.46,43.5
1369,Bloomington,-64.99,44.85
1371,Bloomsburg,-80.29,42.88
1372,Bloordale Gardens,-79.56,43.63
1373,Blossom Park,-75.62,45.34
1374,Blouin,-71.0,46.7
1375,Blount,-80.02,43.96
1376,Blowdown,-67.76,46.02
1377,Blubber Bay,-124.61,49.78
1378,Blucher,-106.2,52.01
1379,Blucher Hall,-120.01,51.1
1380,Blue Bell Corner,-67.61,46.94
1381,Blue Church,-75.55,44.68
1382,Blue Cove,-56.87,51.09
1383,Blue Hill,-67.77,46.63
1384,Blue Hills,-74.28,45.88
1385,Blue Lake 24,-123.09,54.99
1386,Blue Mountain,-63.475,45.175
1388,Blue Mountain Bend,-67.27,47.09
1389,Blue Mountain Settlement,-65.67,47.54
1390,Blue Quill,-113.53,53.46
1391,Blue Quill Estates,-113.52,53.45
1392,Blue Quills First Nation,-111.37,53.99
1393,Blue River 1,-128.96,59.7
1394,Blue Rocks,-64.24,44.35
1395,Blue Sea,-76.08,46.2
1396,Blue Springs,-80.09,43.61
1397,Blue Water Beach,-81.72,43.71
1398,Blueberry River 205,-121.1,56.7
1399,Blueridge,-122.99,49.32
1400,Blues Mills,-61.19,45.92
1401,Bluevale,-81.25,43.85
1402,Bluewater Beach,-79.99,44.62
1403,Blumenfeld,-97.95,49.05
1404,Blumenheim,-106.41,52.4
1405,Blumenhof,-107.7,50.01
1406,Blumenort South,-97.65,49.0
1407,Blumenthal,-106.38,52.48
1408,Blytheswood,-82.59,42.12
1409,Boat Harbour West 37,-62.65,45.65
1410,Bobby Cove,-55.75,49.82
1411,Bobs Lake,-76.65,44.64
1412,Bocabec,-66.98,45.17
1413,Bocabec Cove,-67.03,45.16
1414,Bodmin,-107.0,53.75
1415,Bogart,-77.24,44.49
1416,Bogarttown,-79.42,44.04
1417,Boggy Creek,-101.35,51.53
1418,Bogies Beach,-81.72,43.81
1419,Bognor,-80.74,44.52
1420,Bogton,-73.5,45.06
1421,Boharm,-105.71,50.4
1422,Boileau,-74.76,45.91
1423,Boilleau,-70.82,48.09
1424,Bois-Blanc,-65.08,47.62
1426,Boisbriand,-73.83,45.61
1427,Bois-Brûlé,-64.29,48.71
1428,Boischatel,-71.15,46.9
1429,Boisdale,-60.5,46.09
1430,Bois-des-Bel,-69.43,47.95
1431,Bois-des-Filion,-73.75,45.66
1432,Bois-Franc,-75.98,46.5
1433,Bois-Gagnon,-65.17,47.52
1434,Boishébert,-64.98,47.56
1435,Boisjoli,-64.75,46.45
1436,Boisville,-61.93,47.37
1437,Boland's Bay,-80.76,46.65
1438,Bolger,-80.11,45.68
1439,Bolingbroke,-76.51,44.75
1440,Bolsover,-79.05,44.53
1441,Bolton Centre,-72.35,45.2
1442,Bolton Forest,-72.28,45.29
1443,Bolton Glen,-72.43,45.2
1444,Bolton-Est,-72.35,45.2
1445,Bolton-Ouest,-72.45,45.23
1446,Bon Air,-80.57,46.01
1447,Bon Echo,-77.19,44.89
1448,Bona Vista,-79.07,45.26
1449,Bonaparte 3,-121.36,50.85
1450,Bonarlaw,-77.62,44.42
1451,Bonaventure Industrial,-113.56,53.58
1452,Bonaventure-Est,-65.46,48.02
1453,Bonavista,-53.1,48.63
1454,Bonavista Downs,-114.03,50.94
1455,Bond Head,-79.67,44.08
1456,Bon-Désir,-69.47,48.27
1457,Bondi Village,-79.01,45.29
1458,Bondiss,-112.69,54.59
1459,Bongard,-76.95,44.05
1460,Bongard Corners,-76.92,44.05
1461,Boninville,-81.09,46.59
1462,Bonnechere,-77.57,45.64
1463,Bonnechere Valley,-77.13,45.45
1464,Bonne-Espérance,-57.66,51.38
1465,Bonnet Hill,-122.61,53.9
1466,Bonney Road,-65.84,45.47
1467,Bonnie Beach,-79.3,44.56
1468,Bonnie Doon,-113.46,53.51
1469,Bonnington Falls,-117.48,49.46
1470,Bonnyville Beach,-110.86,54.23
1471,Bonsecours,-72.28,45.41
1472,Bon-Secours,-65.03,46.36
1473,Bonshaw,-63.35,46.19
1474,Bonville,-74.82,45.12
1475,Bookton,-80.5,42.94
1476,Boom Road,-65.78,46.95
1477,Bootahnie 15,-121.53,50.4
1478,Booth,-79.33,46.19
1479,Booth Landing,-79.2,46.14
1480,Boothroyd,-121.48,49.96
1481,Boothroyd 13,-121.49,49.98
1482,Boothroyd 5A,-121.48,49.98
1483,Boothroyd 5B,-121.49,49.96
1484,Boothroyd 5C,-121.47,49.96
1485,Boothroyd 6A,-121.5,50.0
1486,Boothroyd 6B,-121.51,50.01
1487,Boothroyd 8A,-121.53,50.04
1488,Boothville,-80.62,44.14
1489,Bordeaux,-73.69,45.54
1490,Borden Farm,-75.73,45.35
1491,Borden Range and Training Area,-79.95,44.27
1492,Bordenwood,-77.04,44.71
1493,Borneo,-61.9,45.28
1494,Bornholm,-81.14,43.53
1495,Bornish,-81.67,43.1
1496,Borups Corners,-92.32,49.58
1497,Boscobel,-72.39,45.5
1498,Boskung,-78.75,45.07
1499,Boston,-80.09,43.27
1500,Boston Bar 10,-121.4,49.85
1501,Boston Bar 11,-121.45,49.8
1502,Boston Bar 1A,-121.42,49.83
1503,Boston Bar 8,-121.42,49.84
1504,Boston Bar 9,-121.43,49.87
1505,Boston Creek,-79.93,48.01
1506,Boston Mills,-79.92,43.76
1507,Boswarlos,-58.82,48.57
1508,Boswell,-116.76,49.45
1509,Bosworth,-80.64,43.78
1510,Botany,-81.98,42.49
1511,Bothwell's Corner,-80.87,44.57
1512,Botsford Portage,-64.24,46.19
1513,Bottle Lake 61B,-100.17,50.62
1514,Boucher,-68.34,47.4
1515,Bouchie Lake,-122.6,53.01
1516,Boucks Hill,-75.21,44.98
1517,Boudreau,-64.48,46.22
1518,Boudreau Road,-64.94,47.63
1519,Boudreau Village,-64.6,45.91
1520,Boudreau-Corners,-71.76,45.17
1521,Boudreauville,-60.96,45.5
1522,Bougainville,-64.26,48.65
1523,Boularderie Centre,-60.52,46.19
1524,Boularderie East,-60.47,46.23
1525,Boulder Creek 5,-120.13,51.46
1526,Boulderwood,-63.59,44.62
1527,Boulogne,-72.65,45.84
1528,Boulter,-77.63,45.21
1529,Boundary,-68.72,47.37
1530,Boundary Bay,-123.03,49.0
1531,Boundary Creek,-65.0,46.05
1532,Bourdages Corner,-84.29,46.72
1533,Bourdeau,-79.54,45.5
1534,Bourgault,-70.28,47.19
1535,Bourgeois,-64.53,46.35
1536,Bourgeois Mills,-64.41,46.17
1537,Bourg-la-Reine,-71.25,46.89
1538,Bourg-Louis-Station,-71.77,46.85
1539,Bourg-Royal,-71.25,46.88
1540,Bourkes,-80.22,48.29
1541,Bourlamaque,-77.76,48.1
1542,Bowen Corner,-77.69,45.07
1543,Bowen Island,-123.34,49.37
1544,Bowermans,-77.36,44.0
1545,Bowers Beach,-80.14,44.48
1546,Bowling Green,-80.25,43.94
1547,Bowman,-75.66,45.91
1548,Bown,-71.42,45.47
1549,Bowness,-114.16,51.08
1550,Bowood,-81.53,43.08
1551,Bowser,-124.66,49.43
